,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target,sepal_to_petal_ratio
98,0.2222222222222221,0.20833333333333326,0.3389830508474576,0.4166666666666667,1.0,0.6555555555555552
99,0.38888888888888884,0.33333333333333326,0.5254237288135593,0.5000000000000001,1.0,0.7401433691756273
100,0.5555555555555556,0.5416666666666665,0.847457627118644,1.0,2.0,0.6555555555555557
101,0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75,2.0,0.5995934959349593
102,0.7777777777777777,0.41666666666666674,0.8305084745762712,0.8333333333333335,2.0,0.9365079365079364
103,0.5555555555555556,0.375,0.7796610169491525,0.7083333333333334,2.0,0.71256038647343
104,0.6111111111111112,0.41666666666666674,0.8135593220338982,0.8750000000000001,2.0,0.7511574074074076
105,0.9166666666666665,0.41666666666666674,0.9491525423728813,0.8333333333333335,2.0,0.9657738095238094
106,0.16666666666666674,0.20833333333333326,0.5932203389830508,0.6666666666666667,2.0,0.28095238095238106
107,0.833333333333333,0.375,0.8983050847457625,0.7083333333333334,2.0,0.9276729559748426
108,0.6666666666666667,0.20833333333333326,0.8135593220338982,0.7083333333333334,2.0,0.8194444444444446
109,0.8055555555555556,0.6666666666666667,0.8644067796610169,1.0,2.0,0.9319172113289762
110,0.6111111111111112,0.5,0.6949152542372881,0.7916666666666667,2.0,0.8794037940379406
111,0.5833333333333335,0.29166666666666674,0.7288135593220338,0.75,2.0,0.8003875968992251
112,0.6944444444444444,0.41666666666666674,0.7627118644067796,0.8333333333333335,2.0,0.9104938271604939
113,0.38888888888888884,0.20833333333333326,0.6779661016949152,0.7916666666666667,2.0,0.5736111111111111
114,0.4166666666666665,0.33333333333333326,0.6949152542372881,0.9583333333333334,2.0,0.5995934959349593
115,0.5833333333333335,0.5,0.7288135593220338,0.9166666666666666,2.0,0.8003875968992251
116,0.6111111111111112,0.41666666666666674,0.7627118644067796,0.7083333333333334,2.0,0.8012345679012347
117,0.9444444444444442,0.7499999999999998,0.9661016949152543,0.8750000000000001,2.0,0.9775828460038983
118,0.9444444444444442,0.25,1.0,0.9166666666666666,2.0,0.9444444444444442
119,0.4722222222222223,0.08333333333333337,0.6779661016949152,0.5833333333333334,2.0,0.696527777777778
120,0.7222222222222223,0.5,0.7966101694915254,0.9166666666666666,2.0,0.9066193853427897
121,0.36111111111111094,0.33333333333333326,0.6610169491525424,0.7916666666666667,2.0,0.5462962962962961
122,0.9444444444444442,0.33333333333333326,0.9661016949152543,0.7916666666666667,2.0,0.9775828460038983
123,0.5555555555555556,0.29166666666666674,0.6610169491525424,0.7083333333333334,2.0,0.8404558404558404
124,0.6666666666666667,0.5416666666666665,0.7966101694915254,0.8333333333333335,2.0,0.8368794326241136
125,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,2.0,0.9505555555555556
126,0.5277777777777779,0.33333333333333326,0.6440677966101694,0.7083333333333334,2.0,0.8194444444444448
127,0.4999999999999998,0.41666666666666674,0.6610169491525424,0.7083333333333334,2.0,0.756410256410256
128,0.5833333333333335,0.33333333333333326,0.7796610169491525,0.8333333333333335,2.0,0.7481884057971017
129,0.8055555555555556,0.41666666666666674,0.8135593220338982,0.6250000000000001,2.0,0.9901620370370371
130,0.8611111111111112,0.33333333333333326,0.8644067796610169,0.75,2.0,0.9961873638344229
131,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666667,2.0,1.0925925925925926
132,0.5833333333333335,0.33333333333333326,0.7796610169491525,0.8750000000000001,2.0,0.7481884057971017
133,0.5555555555555556,0.33333333333333326,0.6949152542372881,0.5833333333333334,2.0,0.7994579945799459
134,0.4999999999999998,0.25,0.7796610169491525,0.5416666666666667,2.0,0.6413043478260867
135,0.9444444444444442,0.41666666666666674,0.8644067796610169,0.9166666666666666,2.0,1.0925925925925923
136,0.5555555555555556,0.5833333333333333,0.7796610169491525,0.9583333333333334,2.0,0.71256038647343
137,0.5833333333333335,0.45833333333333326,0.7627118644067796,0.7083333333333334,2.0,0.7648148148148151
138,0.4722222222222223,0.41666666666666674,0.6440677966101694,0.7083333333333334,2.0,0.7331871345029242
139,0.7222222222222223,0.45833333333333326,0.7457627118644068,0.8333333333333335,2.0,0.9684343434343435
140,0.6666666666666667,0.45833333333333326,0.7796610169491525,0.9583333333333334,2.0,0.8550724637681161
141,0.7222222222222223,0.45833333333333326,0.6949152542372881,0.9166666666666666,2.0,1.0392953929539297
142,0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75,2.0,0.5995934959349593
143,0.6944444444444444,0.5,0.8305084745762712,0.9166666666666666,2.0,0.8361678004535147
144,0.6666666666666667,0.5416666666666665,0.7966101694915254,1.0,2.0,0.8368794326241136
145,0.6666666666666667,0.41666666666666674,0.711864406779661,0.9166666666666666,2.0,0.9365079365079366
146,0.5555555555555556,0.20833333333333326,0.6779661016949152,0.75,2.0,0.8194444444444445
147,0.6111111111111112,0.41666666666666674,0.711864406779661,0.7916666666666667,2.0,0.8584656084656086
148,0.5277777777777779,0.5833333333333333,0.7457627118644068,0.9166666666666666,2.0,0.7077020202020203
149,0.44444444444444464,0.41666666666666674,0.6949152542372881,0.7083333333333334,2.0,0.639566395663957
