age,fare,family_size,sibsp,parch,fare_per_person,embarked_C,embarked_Q,embarked_S,pclass_1.0,pclass_2.0,pclass_3.0,class_First,class_Second,class_Third,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,age_group_Adult,age_group_Child,age_group_Teen,sex,is_alone,survived
1.0,0.051822148727810165,0.0,0.0,0.0,0.051822148727810165,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.33653846153846156,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.7019230769230769,0.06104473451835265,0.6000000000000001,0.125,0.8333333333333333,0.008720676359764664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.2211538461538462,0.015330377421392339,0.0,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0
1.0,0.03122992013728673,0.0,0.0,0.0,0.03122992013728673,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.0,0.05684821399990475,0.5000000000000001,0.5,0.16666666666666666,0.009474702333317458,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0
0.5230599547511311,0.025374310111545468,0.0,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.548076923076923,0.03513366015444757,0.1,0.125,0.0,0.017566830077223785,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
0.5230599547511311,0.014102260811993537,0.0,0.0,0.0,0.014102260811993537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.625,0.050748620223090936,0.0,0.0,0.0,0.050748620223090936,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.6057692307692307,0.025374310111545468,0.0,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.24038461538461542,0.015671954672893913,0.0,0.0,0.0,0.015671954672893913,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0
0.4903846153846155,0.06929138530460494,0.0,0.0,0.0,0.06929138530460494,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.10576923076923078,0.04113566043083236,0.4,0.375,0.16666666666666666,0.008227132086166471,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0
0.6826923076923077,0.06126431989431795,0.6000000000000001,0.125,0.8333333333333333,0.008752045699188278,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
0.5230599547511311,0.014102260811993537,0.0,0.0,0.0,0.014102260811993537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.31730769230769235,0.5133418122566507,0.5000000000000001,0.375,0.3333333333333333,0.08555696870944177,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5230599547511311,0.01537917417160685,0.0,0.0,0.0,0.01537917417160685,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.5230599547511311,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.7211538461538461,0.05410739813385612,0.0,0.0,0.0,0.05410739813385612,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.2859895551532101,0.1,0.125,0.0,0.14299477757660506,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
0.5230599547511311,0.015126992566498259,0.0,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
1.0,0.020494635090094415,0.0,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.4903846153846155,0.16038672010106003,0.1,0.125,0.0,0.08019336005053002,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.7596153846153846,0.10149724044618187,0.1,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5230599547511311,0.014110458666029575,0.0,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.3557692307692308,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.2980769230769231,0.03513366015444757,0.20000000000000004,0.25,0.0,0.011711220051482523,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0
0.2211538461538462,0.021942337075458514,0.1,0.125,0.0,0.010971168537729257,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0
0.7211538461538461,0.018493968331299484,0.1,0.125,0.0,0.009246984165649742,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
0.4711538461538462,0.04098927018018883,0.1,0.125,0.0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
0.5230599547511311,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.009615384615384616,0.08115719346076702,0.30000000000000004,0.125,0.3333333333333333,0.020289298365191756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0
0.31730769230769235,0.01537917417160685,0.0,0.0,0.0,0.01537917417160685,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.5230599547511311,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.030253985132996517,0.1,0.125,0.0,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5230599547511311,0.015126992566498259,0.0,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.5230599547511311,0.04231498029001666,0.20000000000000004,0.25,0.0,0.014104993430005552,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.2980769230769231,0.034743286152731485,0.1,0.125,0.0,0.017371643076365743,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0
0.08653846153846156,0.07746484096553544,0.5000000000000001,0.5,0.16666666666666666,0.012910806827589239,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0
0.3557692307692308,0.01522458606692728,0.0,0.0,0.0,0.01522458606692728,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.8942307692307693,0.1497654242623688,0.1,0.125,0.0,0.0748827121311844,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
0.5096153846153846,0.050748620223090936,0.1,0.125,0.0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
1.0,0.1209753416358076,0.1,0.0,0.16666666666666666,0.0604876708179038,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5230599547511311,0.06929138530460494,0.0,0.0,0.0,0.06929138530460494,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.3557692307692308,0.020494635090094415,0.0,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.5,0.014110458666029575,0.0,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.04807692307692308,0.05416439273810667,0.30000000000000004,0.125,0.3333333333333333,0.013541098184526668,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0
0.1634615384615385,0.09154270340242172,0.7000000000000001,0.625,0.3333333333333333,0.011442837925302715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0
0.37500000000000006,0.014110458666029575,0.0,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.6826923076923077,0.15614960068643363,0.0,0.0,0.0,0.15614960068643363,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.8173076923076923,0.16293234896625058,0.1,0.125,0.0,0.08146617448312529,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.028846153846153848,0.05445717323939373,0.5000000000000001,0.375,0.3333333333333333,0.009076195539898954,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0
0.5230599547511311,0.05410739813385612,0.0,0.0,0.0,0.05410739813385612,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.029757819776815374,0.20000000000000004,0.125,0.16666666666666666,0.009919273258938457,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0
0.5096153846153846,0.020494635090094415,0.0,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1.0
0.31730769230769235,0.015923941091001644,0.0,0.0,0.0,0.015923941091001644,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.27884615384615385,0.015468569817999833,0.6000000000000001,0.5,0.3333333333333333,0.0022097956882856902,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0
0.4519230769230769,0.016908073949327893,0.20000000000000004,0.25,0.0,0.005636024649775964,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5673076923076923,0.020494635090094415,0.0,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.25961538461538464,0.09154270340242172,0.7000000000000001,0.625,0.3333333333333333,0.011442837925302715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0
0.3557692307692308,0.1434624456306609,0.0,0.0,0.0,0.1434624456306609,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.4519230769230769,0.028212719478023115,0.1,0.125,0.0,0.014106359739011557,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5673076923076923,0.11027245763075773,0.0,0.0,0.0,0.11027245763075773,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.4326923076923077,0.014931805565640218,0.0,0.0,0.0,0.014931805565640218,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.0,0.056604230248832196,0.20000000000000004,0.0,0.3333333333333333,0.018868076749610732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1.0
0.5288461538461539,0.024349578357040744,0.0,0.0,0.0,0.024349578357040744,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.37500000000000006,0.017566830077223785,0.0,0.0,0.0,0.017566830077223785,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5096153846153846,0.018542765081513996,0.0,0.0,0.0,0.018542765081513996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.5230599547511311,0.015200187691820024,0.0,0.0,0.0,0.015200187691820024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.4903846153846155,0.09193307740413781,0.0,0.0,0.0,0.09193307740413781,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.27884615384615385,0.020494635090094415,0.0,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0
0.5865384615384616,0.030937139635999665,0.30000000000000004,0.375,0.0,0.007734284908999916,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
0.25961538461538464,0.06709553154495196,0.4,0.125,0.5,0.01341910630899039,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0
0.5230599547511311,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.3942307692307693,0.5133418122566507,0.5000000000000001,0.375,0.3333333333333333,0.08555696870944177,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
0.4134615384615385,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5096153846153846,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.33653846153846156,0.015330377421392339,0.0,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.8365384615384616,0.11940564777490723,0.1,0.125,0.0,0.05970282388745361,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.4519230769230769,0.04015972542654215,0.30000000000000004,0.125,0.3333333333333333,0.010039931356635537,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
1.0,0.014151057562208049,0.0,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.015712553569072387,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
1.0,0.06764049365134761,0.0,0.0,0.0,0.06764049365134761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.3942307692307693,0.12366716556464086,0.1,0.0,0.16666666666666666,0.06183358278232043,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0
0.6057692307692307,0.044893010197349675,0.1,0.0,0.16666666666666666,0.022446505098674838,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
0.6057692307692307,0.050748620223090936,0.1,0.125,0.0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.4903846153846155,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0.0
0.5230599547511311,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.3557692307692308,0.15085515328815924,0.1,0.0,0.16666666666666666,0.07542757664407962,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.5865384615384616,0.016891873428256675,0.0,0.0,0.0,0.016891873428256675,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.6634615384615384,0.015468569817999833,0.20000000000000004,0.25,0.0,0.005156189939333277,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0
0.4903846153846155,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.3557692307692308,0.014931805565640218,0.0,0.0,0.0,0.014931805565640218,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0
0.5230599547511311,0.015175789316712771,0.0,0.0,0.0,0.015175789316712771,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
0.6826923076923077,0.015411575213749286,0.0,0.0,0.0,0.015411575213749286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
0.5230599547511311,0.04713766070721715,0.1,0.125,0.0,0.023568830353608575,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0
